-1.05429	1.53443	0.449745	-0.00082776	0.0780486	0.0981365	-0.0571259	
-0.683901	0.815366	0.415811	-0.00564611	0.060776	0.10076	-0.0516217	
-0.433604	0.342804	0.381984	0.000894324	0.0457271	0.101286	-0.0471964	
-0.264529	0.0327747	0.350072	0.0102049	0.0323278	0.100536	-0.0436957	
-0.149716	-0.170398	0.321615	0.0197685	0.0208901	0.0991167	-0.0409137	
-0.0717198	-0.303671	0.29718	0.0282572	0.0113804	0.0974087	-0.0387791	
-0.0186703	-0.391212	0.276564	0.0353407	0.00358893	0.0956478	-0.0371455	
0.0173469	-0.448449	0.259669	0.0410715	-0.00258455	0.0939374	-0.0359427	
0.0418042	-0.485442	0.245877	0.0455954	-0.00748888	0.092353	-0.0350534	
0.0582759	-0.509178	0.234432	0.0491488	-0.0113012	0.0909028	-0.0344211	
0.0693309	-0.52457	0.225167	0.0516643	-0.0142969	0.0896418	-0.0339628	
0.0766326	-0.533593	0.218042	0.0536716	-0.0163906	0.0884653	-0.0336975	
0.081404	-0.539119	0.211764	0.0550437	-0.0181418	0.0874356	-0.0334941	
0.0844458	-0.542038	0.206915	0.0560437	-0.0193389	0.0864916	-0.033402	
0.0862373	-0.543537	0.202791	0.0565434	-0.0202857	0.0856662	-0.0333526	
0.0872284	-0.544339	0.199565	0.0566173	-0.0208098	0.0849406	-0.0333743	
0.0876641	-0.543834	0.197239	0.0568103	-0.0209756	0.0841949	-0.0334674	
0.0876537	-0.543472	0.19467	0.0565141	-0.0213325	0.0835814	-0.033508	
0.0873475	-0.541981	0.192914	0.0564244	-0.0212182	0.0829081	-0.033636	
0.0869436	-0.541125	0.190689	0.056027	-0.0213542	0.082344	-0.033695	
0.0864118	-0.539634	0.189439	0.0557049	-0.0211575	0.0817524	-0.0338321	
0.085678	-0.538484	0.187666	0.0551732	-0.0211347	0.0812076	-0.0339247	
0.084965	-0.537061	0.186437	0.0547124	-0.0208947	0.0806616	-0.0340427	
0.084187	-0.536014	0.185163	0.0540553	-0.020693	0.0801582	-0.0341567	
0.083522	-0.532915	0.184252	0.0545515	-0.0204054	0.079572	-0.0342962	
0.0824573	-0.53248	0.181256	0.0531633	-0.0211506	0.0790831	-0.034346	
0.0818667	-0.532853	0.181174	0.0520042	-0.0200766	0.0786898	-0.0344312	
0.0810132	-0.531541	0.182013	0.0512556	-0.0191494	0.0781718	-0.0347279	
0.0801471	-0.529956	0.180713	0.0507796	-0.0189755	0.0776539	-0.0348267	
0.0794189	-0.529875	0.179575	0.0496986	-0.0188175	0.0772858	-0.0349152	
0.0783171	-0.526137	0.179513	0.0498768	-0.0180684	0.0765593	-0.0351524	
0.0775562	-0.525615	0.176076	0.0491534	-0.0187228	0.0761799	-0.0350316	
0.0766967	-0.524258	0.176091	0.0484741	-0.0180638	0.0756746	-0.0352402	
0.0758092	-0.522761	0.17491	0.0479183	-0.0178521	0.0751761	-0.035337	
0.0749567	-0.521491	0.173725	0.0472964	-0.0176414	0.0746984	-0.0354297	
0.0740414	-0.520063	0.172749	0.0467037	-0.0173422	0.0741982	-0.035545	
0.0731863	-0.51845	0.171603	0.0462157	-0.0171138	0.073692	-0.0356358	
0.0722828	-0.51636	0.170263	0.045993	-0.0169575	0.0731207	-0.0357202	
0.071517	-0.516479	0.168611	0.0447936	-0.0170602	0.0728072	-0.0357328	
0.0706113	-0.514919	0.169031	0.0441535	-0.016152	0.0722786	-0.0359961	
0.0697417	-0.513518	0.167662	0.0436163	-0.0160253	0.0717893	-0.0360652	
0.0689273	-0.512524	0.166641	0.0429007	-0.0158024	0.0713443	-0.0361586	
0.0679896	-0.510942	0.165888	0.0423393	-0.0154293	0.0708305	-0.0362939	
0.0670197	-0.508372	0.164405	0.0422414	-0.0152944	0.0702387	-0.0363619	
0.0663937	-0.508957	0.162465	0.04107	-0.0154904	0.0699478	-0.0363515	
0.065448	-0.507555	0.163375	0.0402881	-0.0145477	0.0694368	-0.0366329	
0.0646685	-0.506004	0.162051	0.039917	-0.0144005	0.0689326	-0.036704	
0.0638953	-0.50743	0.161111	0.0380744	-0.0142979	0.0687422	-0.0367786	
0.0627727	-0.502726	0.162362	0.0386735	-0.0128818	0.0678729	-0.037155	
0.061946	-0.501462	0.157863	0.0383769	-0.014094	0.0674483	-0.0368987	
0.0610249	-0.49969	0.157073	0.0379069	-0.0137729	0.066928	-0.0370213	
0.0602147	-0.498682	0.155608	0.0372807	-0.013714	0.0664832	-0.0370746	
0.059173	-0.496024	0.154729	0.0371193	-0.0133851	0.065878	-0.0372011	
0.0585943	-0.496731	0.152614	0.0359747	-0.013645	0.0655984	-0.0371679	
0.0575813	-0.494459	0.15358	0.0355209	-0.0126882	0.065007	-0.0374645	
0.0569299	-0.495664	0.151634	0.0339248	-0.0128902	0.0648478	-0.0374411	
0.055859	-0.491593	0.152905	0.0344031	-0.0115274	0.0639786	-0.0378526	
0.0551409	-0.491108	0.14903	0.0338304	-0.0127011	0.063628	-0.0375794	
0.054056	-0.488276	0.148796	0.0336659	-0.0121473	0.0629985	-0.0377693	
0.053348	-0.48917	0.146355	0.0320967	-0.0124734	0.0628257	-0.0377105	
0.0523425	-0.486103	0.147484	0.0322543	-0.0110638	0.0620662	-0.0381055	
0.0519104	-0.485112	0.144781	0.0322851	-0.0119306	0.0615937	-0.037945	
0.051318	-0.482346	0.144164	0.0326865	-0.0121546	0.0609339	-0.0380189	
0.0498148	-0.483859	0.141105	0.0300459	-0.013048	0.0608919	-0.0378773	
0.04899	-0.481627	0.142595	0.0297658	-0.0107748	0.0602572	-0.0383417	
0.0483366	-0.481414	0.141439	0.0289264	-0.0107792	0.059886	-0.0383957	
0.0472942	-0.478636	0.141227	0.0288015	-0.0103077	0.0592524	-0.0385789	
0.0465977	-0.478048	0.138641	0.0282139	-0.0107551	0.0588582	-0.0385055	
0.0456539	-0.475944	0.138353	0.0278817	-0.0103213	0.0582889	-0.0386742	
0.0448057	-0.474344	0.136316	0.0275769	-0.0105283	0.0577895	-0.038667	
0.0445103	-0.476942	0.135637	0.0257442	-0.0104808	0.0576793	-0.038728	
