4.04853	0.373091	1.87414	-0.123768	0.581176	0.121816	0.0659178	
4.03437	0.374016	1.87023	-0.124419	0.580846	0.121074	0.0655462	
4.01989	0.375065	1.8661	-0.125225	0.580449	0.120323	0.0651838	
4.00556	0.37452	1.86215	-0.126647	0.580319	0.119663	0.0648529	
3.99052	0.375197	1.85962	-0.128031	0.580825	0.118803	0.0643981	
3.97688	0.376157	1.85605	-0.128538	0.580903	0.118102	0.0640661	
3.9621	0.376025	1.85248	-0.129808	0.580552	0.11737	0.0636182	
3.94764	0.376429	1.84865	-0.130672	0.580516	0.116652	0.0632763	
3.933	0.376808	1.8453	-0.131648	0.580411	0.115934	0.0628654	
3.91834	0.377131	1.84155	-0.132612	0.580278	0.115222	0.062483	
3.90388	0.375896	1.83823	-0.134044	0.580246	0.114614	0.0620937	
3.88881	0.377294	1.83583	-0.134912	0.580566	0.113755	0.0615965	
3.87387	0.378773	1.83061	-0.13529	0.580062	0.11302	0.0613104	
3.85929	0.377314	1.82632	-0.136553	0.579703	0.112477	0.0609864	
3.8441	0.379288	1.82405	-0.137169	0.580003	0.11159	0.0604634	
3.82926	0.379413	1.81831	-0.137756	0.579246	0.110991	0.0602203	
3.81427	0.379088	1.81494	-0.138807	0.579148	0.110321	0.0597978	
3.7992	0.379623	1.81144	-0.13957	0.57906	0.109606	0.0593863	
3.78418	0.379208	1.80732	-0.140507	0.578733	0.108982	0.0590201	
3.76905	0.379538	1.80396	-0.14128	0.578651	0.108281	0.0585912	
3.75382	0.37927	1.79981	-0.14221	0.5783	0.107647	0.0582187	
3.73872	0.379264	1.79629	-0.142988	0.578203	0.106987	0.0578102	
3.7236	0.378932	1.79253	-0.143809	0.577875	0.106369	0.0573994	
3.70817	0.379011	1.78872	-0.144567	0.577595	0.105694	0.056981	
3.69272	0.378925	1.78453	-0.145383	0.577244	0.105063	0.0566123	
3.67735	0.379625	1.78059	-0.145819	0.577044	0.104364	0.0562173	
3.66183	0.379494	1.77588	-0.146448	0.576427	0.103763	0.0558625	
3.64651	0.377766	1.77215	-0.147652	0.576163	0.103243	0.055471	
3.63076	0.37887	1.76948	-0.148215	0.576284	0.102463	0.0549604	
3.6151	0.379902	1.76381	-0.148248	0.575461	0.101817	0.0546705	
3.59953	0.379126	1.75883	-0.148954	0.574736	0.10129	0.0543429	
3.58394	0.378361	1.75545	-0.149799	0.574573	0.10069	0.0539009	
3.56829	0.377847	1.75182	-0.150519	0.574238	0.100096	0.0534707	
3.5524	0.377596	1.74779	-0.151237	0.57383	0.099483	0.0530595	
3.53652	0.378296	1.74334	-0.151454	0.573421	0.0988171	0.0526806	
3.52035	0.379725	1.73791	-0.15143	0.572595	0.0981325	0.0523428	
3.50502	0.377574	1.73243	-0.152027	0.571703	0.0977557	0.0520783	
3.48882	0.375918	1.73036	-0.153549	0.571655	0.0971843	0.0515103	
3.47305	0.375071	1.72696	-0.154252	0.571687	0.0965896	0.0510884	
3.45631	0.379316	1.7224	-0.153485	0.571131	0.0956618	0.0506338	
3.44088	0.374902	1.71408	-0.154372	0.569278	0.0955679	0.0505952	
3.42492	0.373798	1.71444	-0.15561	0.570058	0.0948916	0.0498625	
3.40774	0.372437	1.70998	-0.157338	0.569536	0.0943215	0.0494595	
3.39205	0.375065	1.70603	-0.156331	0.570005	0.0934845	0.0490974	
3.37601	0.373917	1.69954	-0.156331	0.56798	0.0931397	0.0487919	
3.3598	0.373418	1.69513	-0.156568	0.567179	0.0926118	0.0483826	
3.34359	0.370715	1.69078	-0.157705	0.56643	0.092238	0.0480024	
